Topic,Term,Value
0,can,0.006
19,19c,0.0
28,liliane,0.0
25,flotilla,0.0
28,direction,0.0
31,50billion,0.0
22,ether,0.0
16,gc91dec15ackerman,0.0
35,etna,0.0
5,expeditions,0.0
35,downhill,0.0
26,outcom,0.0
30,imputing,0.0
31,incest,0.0
34,motivational,0.0
23,scummer,0.0
29,yearwith,0.0
11,tentthat,0.0
30,darkly,0.0
26,chage,0.0
0,just,0.006
15,programmethank,0.0
2,birminghammanchesteretc,0.0
26,bladed,0.0
23,trumpoids,0.0
19,terrorists,0.0
37,vooruitgang,0.0
17,lurv,0.0
12,sidenot,0.0
1,belson,0.0
14,anachists,0.0
11,eaw,0.0
6,ellie,0.0
29,afyer,0.0
3,9129,0.0
2,counttry,0.0
34,eijck,0.0
27,izabel,0.0
14,giggled,0.0
31,burry,0.0
22,denouncing,0.0
13,reneged,0.0
9,1988_1994,0.0
31,hampson,0.0
33,barwell,0.0
8,leavibg,0.0
21,foresaw,0.0
28,fantasised,0.0
10,crystal,0.0
9,teviotdale,0.0
13,maslin,0.0
8,loude,0.0
19,engish,0.0
6,negri,0.0
6,gregor,0.0
7,tedious,0.0
28,langsford,0.0
1,amputated,0.0
8,aqueducts,0.0
26,pawson,0.0
37,isreal,0.0
9,altars,0.0
33,curvature,0.0
22,bagpipes,0.0
1,10f,0.0
26,technopuzzles,0.0
1,concreting,0.0
37,koelner,0.0
3,scummiest,0.0
16,villageits,0.0
9,gipsie,0.0
5,calhoun,0.0
6,10,0.0
33,shandys,0.0
34,descibed,0.0
18,huseyin,0.0
39,warmillions,0.0
5,321,0.0
6,170m,0.0
4,espew,0.0
7,acute,0.0
12,sketchers,0.0
34,canes,0.0
4,hangover,0.0
33,201610141046340708,0.0
4,biggercause,0.0
4,ourslves,0.0
27,trustworethy,0.0
14,000000,0.0
18,reply,0.0
25,overlapped,0.0
18,graduating,0.0
5,12170994,0.0
12,zidideane,0.0
19,coworker,0.0
5,9cb3,0.0
37,ignominy,0.0
9,ubergrupenfuhrer,0.0
32,justmyopinion,0.0
4,osaka,0.0
7,idukkbn14w008,0.0
0,u,0.039
0,t,0.015
26,stamping,0.0
34,fertiliser,0.0
0,s,0.014
27,exemptions,0.0
13,detracts,0.0
12,subsiding,0.0
34,ludicrously,0.0
26,tariffsi,0.0
30,fens,0.0
13,peaks,0.0
31,dishy,0.0
38,migrates,0.0
24,quislington,0.0
7,referemdum,0.0
20,addr,0.0
11,shaft,0.0
16,autonomous,0.0
30,seniuk,0.0
20,1993,0.0
28,tappenden,0.0
24,sneezes,0.0
26,123445g6u7u89_,0.0
37,sminesnot,0.0
8,plansand,0.0
26,havn,0.0
12,franny,0.0
13,errand,0.0
36,kg,0.0
23,d_put_s,0.0
23,welfare_en,0.0
11,lollll,0.0
17,bettors,0.0
0,vote,0.004
10,proceedures,0.0
2,americanophobic,0.0
26,vogt,0.0
6,residencyand,0.0
9,psychologists,0.0
4,reiteration,0.0
1,europ_enne,0.0
31,jollies,0.0
0,will,0.01
8,hihihi,0.0
8,massiccia,0.0
20,kennie,0.0
21,mvp,0.0
36,rylance,0.0
9,feck,0.0
35,spooked,0.0
14,mankinds,0.0
30,520,0.0
29,muslimnew,0.0
13,stenman,0.0
29,westfalen,0.0
0,uk,0.005
4,remaiin,0.0
21,lkie,0.0
10,over15,0.0
30,ventured,0.0
0,us,0.004
2,fricking,0.0
39,fekn,0.0
15,quitlings,0.0
7,157,0.0
4,bodybags,0.0
23,halliburton,0.0
5,warman,0.0
23,endowment,0.0
34,backthe,0.0
14,parlano,0.0
38,formati,0.0
7,upam,0.0
22,awayon,0.0
39,bristor,0.0
15,mostof,0.0
13,clubbing,0.0
25,textes,0.0
17,eureferendem,0.0
30,sentimentthey,0.0
7,meuf,0.0
20,respected,0.0
32,cun,0.0
31,eroupe,0.0
33,orderrankgermanytradingpartners,0.0
33,slapped,0.0
24,dcstatesman,0.0
21,retrieving,0.0
8,aycliffe,0.0
1,clinging,0.0
18,facethank,0.0
10,thenas,0.0
34,dveloped,0.0
14,tg,0.0
35,_lus,0.0
0,think,0.004
39,says,0.0
12,polluters,0.0
34,touches,0.0
26,offside,0.0
14,chitarra,0.0
18,neice,0.0
15,defenceless,0.0
3,eurpean,0.0
37,newhook,0.0
16,78years,0.0
38,yashin,0.0
6,wek,0.0
34,declensions,0.0
36,naval,0.0
35,12000000,0.0
1,citsens,0.0
20,2764,0.0
33,bahahahaha,0.0
7,risked,0.0
21,liscence,0.0
27,1462970138,0.0
30,imbroiled,0.0
6,nappy,0.0
38,edelweiss,0.0
30,aproducts,0.0
1,hodgson,0.0
23,germanysweden,0.0
16,bassetti,0.0
7,1300723,0.0
30,tellmama,0.0
39,lefter,0.0
22,deploy,0.0
11,tuttut,0.0
4,killedwhich,0.0
23,eindeutig,0.0
39,nias,0.0
14,meldungen,0.0
2,amp_js_v,0.0
5,undertake,0.0
38,sensationalism,0.0
30,trueunfortunately,0.0
17,indomitable,0.0
23,gilbart,0.0
20,instituting,0.0
30,bashers,0.0
18,02cc,0.0
35,onvalud,0.0
25,finch,0.0
17,disabked,0.0
38,relevancy,0.0
10,microwaved,0.0
9,freeee,0.0
28,577971_en,0.0
22,358,0.0
3,zs,0.0
38,pavlovitz,0.0
25,awh,0.0
13,disrepair,0.0
21,hepatitis,0.0
4,desserts,0.0
23,eujust,0.0
39,shortel,0.0
23,ber,0.0
36,marques,0.0
24,rafferty,0.0
27,typicals,0.0
28,rodents,0.0
13,bardell,0.0
10,vtb,0.0
0,don,0.005
33,european_communities_act_1972_,0.0
37,nec,0.0
13,repertoire,0.0
24,navys,0.0
20,hurrying,0.0
3,wollen,0.0
26,e4a8e44356ba,0.0
37,steeds,0.0
33,inspectors,0.0
19,gav,0.0
10,markus,0.0
10,gytha,0.0
20,kee,0.0
33,benton,0.0
31,oftheposhvariety,0.0
9,nufc,0.0
19,voteleaving,0.0
13,2pm,0.0
25,foreman,0.0
25,734568236685698,0.0
10,dorothy,0.0
38,opiniona,0.0
32,affection,0.0
27,peaces,0.0
29,yaaq2eqlbky,0.0
19,advancements,0.0
8,sneered,0.0
16,postgraduate,0.0
1,1still,0.0
22,cefta,0.0
22,kemp,0.0
32,britishso,0.0
28,saber,0.0
39,handedely,0.0
36,fourteen,0.0
26,brexmoaners,0.0
7,beatlesbible,0.0
29,itprotest,0.0
19,reeh,0.0
36,pap,0.0
33,michaeld,0.0
16,bogge,0.0
32,biulderburg,0.0
32,wd40,0.0
31,acrimonious,0.0
22,geraldwell,0.0
36,szerint,0.0
0,get,0.005
39,pooled,0.0
0,like,0.005
24,cits,0.0
32,rehab,0.0
7,faired,0.0
35,anagram,0.0
14,programmethank,0.0
21,pensato,0.0
32,bulliesit,0.0
14,blackening,0.0
7,30107274,0.0
17,chested,0.0
32,detonation,0.0
32,lorre,0.0
20,cyrus,0.0
22,aunt,0.0
35,ikno,0.0
17,planyet,0.0
8,arevthey,0.0
33,smantelleranno,0.0
29,eksperrtz,0.0
28,modello,0.0
37,gubment,0.0
38,sarebbe,0.0
18,bunkham,0.0
27,amira,0.0
11,maneuvers,0.0
6,edrych,0.0
23,mengle,0.0
19,56yrs,0.0
25,eureferendum,0.0
38,nojohn,0.0
27,muslim,0.0
2,foreigntrade,0.0
34,hem,0.0
37,comers,0.0
20,dominica,0.0
17,kran,0.0
8,vauxal,0.0
17,unfathomably,0.0
7,windy,0.0
12,negociate,0.0
19,crombrugghe,0.0
8,ramaign,0.0
15,anaesthetic,0.0
13,gujrat,0.0
17,mandie,0.0
39,untracable,0.0
32,muther,0.0
5,inn,0.0
39,g1000s,0.0
25,large,0.0
1,peice,0.0
35,monnaie,0.0
26,generationmind,0.0
21,monches,0.0
13,conk,0.0
26,valka,0.0
14,glaringly,0.0
21,lakeland,0.0
33,occupying,0.0
2,mormons,0.0
10,pleeeeeeze,0.0
38,michele,0.0
32,evicting,0.0
20,nationand,0.0
28,clourler,0.0
19,warman,0.0
23,hosptial,0.0
34,areand,0.0
30,gotten,0.0
31,herepeople,0.0
2,tsb,0.0
11,rp14,0.0
37,asunder,0.0
24,formations,0.0
9,lefteye,0.0
2,deleting,0.0
39,beetje,0.0
31,wsted,0.0
6,quida,0.0
35,outcasts,0.0
9,lownes,0.0
16,boycotted,0.0
11,kritisk,0.0
19,786,0.0
25,dolittlegooders,0.0
39,emigrant,0.0
16,thort,0.0
38,flagged,0.0
28,penceor,0.0
32,yugoslavian,0.0
1,getofbenefits,0.0
35,enstated,0.0
34,hielke,0.0
25,patiently,0.0
7,saythink,0.0
29,anaconda,0.0
19,unedyookayted,0.0
10,realise,0.0
1,manually,0.0
12,timmyclaggcorbyn,0.0
17,aep,0.0
3,dri,0.0
22,varer,0.0
16,emberi,0.0
28,12those,0.0
1,savagewell,0.0
35,barbas,0.0
24,tomcat,0.0
9,3athid,0.0
20,hhave,0.0
23,chynoweth,0.0
29,leavingwe,0.0
23,untaught,0.0
22,bidirectional,0.0
19,informtion,0.0
24,evicted,0.0
39,interpretation,0.0
16,germanyby,0.0
30,33k,0.0
19,trustee,0.0
33,islamiphibia,0.0
5,thrating,0.0
21,aq,0.0
35,guv,0.0
28,enbraceses,0.0
7,sogni,0.0
20,adair,0.0
14,paese,0.0
1,kumar,0.0
36,cacoon,0.0
39,rett,0.0
25,nessecarilly,0.0
18,paire,0.0
27,sinse,0.0
17,empieza,0.0
13,veins,0.0
29,wittingly,0.0
20,reacher,0.0
38,surebut,0.0
25,trefor,0.0
2,reload,0.0
22,crappy,0.0
16,noooooooooo,0.0
17,viewno,0.0
28,holburn,0.0
33,dowdle,0.0
4,constructiveinstead,0.0
19,36737529,0.0
35,stirrers,0.0
6,condenser,0.0
6,chiarissimo,0.0
31,relegation,0.0
6,politiciansbe,0.0
22,plebiscite,0.0
29,irrelevent,0.0
31,surinder,0.0
25,themor,0.0
15,klegg,0.0
11,apologized,0.0
38,carve,0.0
6,lko,0.0
18,etroite,0.0
20,thanksi,0.0
3,ukbut,0.0
6,died,0.0
11,coberg,0.0
35,placed,0.0
36,arachnophobia,0.0
0,one,0.004
37,angraissee,0.0
29,terrorismalong,0.0
28,stayaaaagh,0.0
6,laud,0.0
9,norse,0.0
22,rupiah,0.0
22,gates,0.0
34,22bn,0.0
17,czechia,0.0
7,baril,0.0
10,concreting,0.0
23,curie,0.0
14,lour,0.0
26,college,0.0
26,intellects,0.0
5,baling,0.0
38,31zmf7e90,0.0
16,reputible,0.0
15,launchers,0.0
12,yasmine,0.0
24,disillusioning,0.0
