Number,Tweet
18510,"*Remember how Ireland saved western culture after the collapse of the Roman Empire? Yeah, we might need to start preparing again. #Brexit"""
18512,*Anyone else recall Hal Lindsey and other radio/TV Bible teachers saying the Antichrist's revived Roman Empire was the EU? #Brexit
18513,*Seems the 'West' is on a suicidal trip like Roman Empire.
18514,*#RomanEmpire #Paganism #MostOtherEmpires #USSR #Brexit #DavidCameronsCareer #EuropeanUnion
18516,*Just like the Roman Empire and many others. The European empire will fall. Dutch will be next #Brexit #EUref
18517,"*My husband said it best: """"It's like watching a modern version of the fall of the Roman Empire"""". #Brexit."""
18518,*1st #Brexit destroyed the Roman Empire. We should not allow the 2nd #Brexit to destroy the #EU @Europarl_EN
18519,*Ai tempi gli si mandavano 3 legioni a rimettere ordine e tornava con Farage in catene sotto l'Arco di Trionfo #Brexit #RomanEmpire
18520,"*8/ After the Roman Empire broke up, London was an anonymous backwater for a thousand years... (not to be melodramatic or anything ;) #brexit"""
18521,*Britain never ever belonged in the revived Roman empire #Brexit
19562,"*Apparently the last time this happened, it was during the late stages of the Roman Empire. All the British leaders died. #Brexit"""
19563,*Revived Roman Empire crumbling? #Brexit - http://laodiceanreport.com/revived-roman-empire-crumbling-brexit/ ‰Û_
19565,"*Last time the Brits left a """"union"""" was the Roman Empire in the 200s--only lasted 10 years before Rome came and took it back lol #Brexit"""
19567,"*#israel is bringin financial chaos to world. First romanempire, sahadin, then rennesaince, then WWI,II, and now III. @BBCBreaking  #brexit"""
19569,*If we do infact #Brexit I openly invite Vikings and Romans to come take over us again #EUref #Norway #RomanEmpire
19570,"*Britain's first 'Brexit': 286 A.D.: At that time, most of Europe was united under the Roma... http://bit.ly/28T8qX4  #SPQR #RomanEmpire"""
19571,"*Key #Brexit vote today will decide the fate of the #EU, which is basically the old Roman Empire reconstituted. I believe #NovaRoma is vital"""
19572,*Britain is stronger in the Roman Empire! #iVoted #EUref #Bremain #Brexit #Romans
19573,*It is time for Britain to leave the Revived Roman empire. #Brexit https://twitter.com/janimine/status/746024042361196544 ‰Û_
19574,*@MichelleDewbs Just look at what happened to the Roman empire. EU remarkably similar. Demise beckons even if we remained in. #Brexit
19575,"*European Union's Roman Empire 14 likes, 0 dislikes, 633 views after 3 days  #Brexit #Leave #Latest Click to view:"""
19576,*Today let's make Rome great again and vote for Italexit #RomanEmpire Oh... wait... #Brexit
19579,*When Britannia left the Roman Empire it all went to shit - don't let history repeat itself! #EUref #Bremain #Brexit #StrongerIn #RomaInvicta
19580,*#Brexit could destroy 1 of most ambitious political projects since Roman Empire http://bit.ly/1tdF5MC 
19581,*Regain your sovereignty! Ditch the revived Roman empire! #Brexit
31902,*In 2006 Boris Johnson called for Turkey to be admitted to the EU to reunite the Roman Empire. #VoteLeave @LeaveEUOfficial #Brexit @TheSun
31903,"*The sacrifice on the  pro EU side , which is sad enough,shows what the future of the new World """"Roman Empire"""" will bring, when no brexit"""
31904,*European Union's Roman Empire #Brexit #Leave Our latest explosive video. Click to view:
31905,"*Britain must make a brexit: Since the fall of Rome, different attempts have been made to e... http://bit.ly/28UL4yp  #SPQR #RomanEmpire"""
31906,*@richardbranson The Roman Empire was the biggest in the world. No longer exists. Remarkably similar aspirations to EU. Voting out #Brexit
31907,*#Brexit #Leave What did the first Eurocrat say about reviving the Roman Empire? View my video and find out! https://youtu.be/bYqUCq1tY2I 
31908,*NATO ISRAEL SYRIA IRAN CHINA. FRANCE & BREXIT.  all about the collapsing american roman empire and its AIPAC... http://fb.me/75Nw1J2ib 
31909,"*An earlier Brexit and its consequences: """"After the Roman Empire collapsed, connections to‰Û_ http://bit.ly/28J0gwC  pic.twitter.com/dpCa6KUqqN"""
31911,*@Pontifex Can you Explain #Jesuit  studying Our Bible & Jesuits are the MILITARY ROMAN EMPIRE! I adore you but You are SCARING ME. #Brexit
31912,"*@bigknightywhu @iVoteLeave #Brexit as if it wasn't hard enough to get #sovereignty from the roman empire, #takecontrol while history repeats"""
31913,"*Brexit to be real=Roman empire disolves cuz some farmers voted they want out?)lol,this ain't how mafia works,once u in u in for life.."""
31914,*#nigeria #exports #fraud. #romania exports #theft. 
31915,*Know history or you are doomed to repeat it #EUref #VoteLeave #Brexit #Remain #StrongerIn (spoiler: roman EMPIRE) 
31916,*Ask the Romans how this turns out. https://twitter.com/SPIEGELONLINE/status/744109418904584192 ‰Û_
31919,"*Sixteen hundred years before the European Union, Brexit meant leaving the Roman Empire."""
31920,"*BREXIT IS BENEFICIAL FOR UK'S ECONOMY, ALLOWS FOR MORE TRADE OPPORTUNITIES, all the backlash is just the Roman empire trying to not dissolve"""
31921,*Looks like someone in #Brexit campaign basically copied map of Roman Empire when adding N Africa #euref #VoteRemain
31922,*@SophieWarnes @MichaelPDeacon I can outdo that. I scanned a leaflet that came through my door with this map in. 
31923,*#BREXIT #German takeover of #EU compared to ROMAN EMPIRE as another Schulz ally bags key role #FascistEU #VoteLEAVE
33132,"*#eu CAUSED #refugeeCrisis, where #showbiz sector #journalism TRICKS #public to support #Jesuskiller #romanEmpire eu. #VoteLeave, #BrExit!"""
33134,*#Brexit - The move toward leaving is like watching the fragmentation and collapse of the Roman Empire in real time
33135,*Was Boris right? European Union‰Ûªs New Roman Empire: http://www.christianvoice.org.uk/index.php/european-unions-new-roman-empire/ ‰Û_ #Brexit #VoteLeave
