Number,Tweet
1791,"*My reflections on #EU, #planning, #Brexit and possible #Nexit, usual disclaimers apply.... http://www.cliffhague.com/index.php/original-blogs/guest-blogs/item/290-nexit-netherlands-exit-and-an-unconsidered-scenario ‰Û_ """
1792,"*Mind you, if Brexit plunges Britain into some Thatcherite type dark age, we‰Ûªll at least get some fucking great bands come out of it."""
1793,*@MrsCHeseltine and I at mediaeval festival in Italy. A new Dark Age. #Brexit 
1794,"*@HaggusJFreed @TheCartoonLoon we'll see who is right in the coming """"dark age of brexit"""""""
1795,"*@BetteMidler sadly the same """"type"""" that voted for Brexit will vote for Trump.   The new dark age is on the horizon"""
1796,"*@AmandaFarough 40k was actually made possible because of Brexit. Soon thereafter America fell when Trump was elected, a new Dark Age began."""
1797,"*UK democracy has devolved into mob rule. Willful ignorance, xenophobia, and tribalism may portend a new Dark Age across Europe. #Brexit"""
1798,*New post: Brexit: A new Dark Age? 
1799,*Has the Dark Age for Indian Exporters Just Begun with 'Brexit'?  https://shar.es/1JLKt6  #BrexitImpact #SMEMantra @puran_dawar
2435,"*If Scotland secedes, and in some fantasy scenario NI does too: Can we resurrect dark age Gaelic sea kingdom DÌÁl Riata please? #Brexit"""
2436,*@Avaaz thank you for your email - exactly my thoughts on brexit - and for inspiring hope in this new dark age #EUreferendum
2437,*I think this is dawn of next Dark Age. Enjoy the sunset of Info Age? 
2438,*It will be interesting to watch the UK thrive while the rest of Eurpoe devolves in to one Muslim state that enters a new dark age. #Brexit
2439,*#Brexit and #Trump. A new dark age beckons. 
2440,*We will no longer surrender this country or its people to the false song of globalism.‰Ûª
2441,"*My poor english comrades, you just felt in a new dark age. I call for Scotland and North Irland to do a #Brexit too now..."""
2442,*Brexit: Michael Gove says Britain 'embarking on new Dark Age' after EU referendum 
2443,"*The monoethnic nationalist puppeteers are hell bent on dragging us into a new dark age, I see. Making lists of emigration options. #brexit"""
2444,*Brexit and the new dark age
2445,*Is this the beginning of a dark age? #Brexit
2446,"*The UK is entering a dark age, the economic repercussions to #Brexit are far reaching and people have never been as divided. Sad times."""
2447,"*@andreeatribel As long as You call a new dark age interesting. Prejudice, hate, nationalism and superstition rule. #Brexit"""
2448,"*Trumpolitics, RussiaChina playdate, Brexit: a new dark age is coming """
2449,*#Brexit Will it be the beginning of a new Dark Age or a new Renaissance? This is time for #europe to flourish or die !!
2450,"*As UK exits, EU entering a new dark age.. RT @guardian: European far right hails Britain's Brexit vote http://trib.al/H4LbgLX  #brexit"""
2451,*Imagine: @Nigel_Farage as UK Prime Minister; @realDonaldTrump as US President. It MIGHT happen. #Brexit might be the start of new Dark Age.
2452,"*GB voting for #brexit, Trump might become  POTUS, millions of syrian refugees - wtf is wrong with mankind? Falling back into dark age?"""
2453,*Brexit Ì_r en verklighet  
2454,*So I wake up on a bright day to find out that the dark age has begun #Brexit #EUref
2455,"*There is no plan for the future, our economy is going down, we are entering a new dark age. Welcome to #Brexit #EURefResults"""
3048,*The constructive sentiment that was born and grew across Europe following wwII is fading out. A dark age is in front of us. #Brexit
3049,*Have all the English-speaking countries lost their mind? I fear a new dark age... #Brexit #Trump
3050,*So begins Britain's New Dark Age of isolationism #Brexit #ShipOfFools
3051,"*And now 4 a spot of voluptuous panic as the å£ tanks, EU & US flail, Scotland packs bags & we all reap the ugliness of a new dark age #Brexit"""
3052,*Start of a new dark age? Good thing I've been watching so much post-apocalyptic sci-fi as of late. #Brexit  
3053,"*It's not just about #Brexit, it's not just about the EU. It's a harbinger of what's to come. Right wing populist nationalism rising."""
3054,*The dawn of another dark age? #brexit
3055,*We are watching what will someday be remembered as an omen of the coming of a new Dark Age. #brexit #leave @CNBC
3056,"*Consensus starting to form that it's Leave....what a catastrophe. If that holds, we're going back to a dark age of extremism....#Brexit"""
3057,*Xenophobia and misunderstanding could take us into a new dark age - #brexit creates problems rather than solving them - #VoteRemain for kids
3058,*@VoxHib @Pseudo_Isidore history repeating itself. Hope #Brexit doesn't cause a new dark age
3059,*Fascist Victory Behind the European Union
3060,"*#VoteRemain to plunge UK into new Dark Age of crumbling EU, limitless immigration, low wages, NHS decline, TTIP, civil disorder. #Brexit"""
3061,"*@BBCWorldatOne backs Polish UK steel plant, welders don't need 2b qualified, materials don't need 2 meet safety standards dark age #Brexit"""
3062,"*Forget #Brexit, #Trump and the coming Dark Age - my elderly Freelander passed its MoT today!"""
3063,*Odd Squad Brexit must not take UK into dark age. Too much 2lose vote IN remain In
3064,*A new dark age? BBC News: Donald Tusk: #Brexit could destroy Western political civilization 
3065,*As the post #brexit economic dark age looms both sides load up their Audis after panic buying Evian water #VoteLeave
3066,*Brexit would compound all other European crises - http://www.ft.com/cms/s/0/7f7c29d6-2e57-11e6-bf8d-26294ad519fc.html ‰Û_ No march towards a new dark age.
3067,*Time to take the UK out of this modern day dark age. #Brexit #LeaveEU
3068,"*Highlights from the ITV EU Debate with Gisela Stuart, Andrea Leadsom & B... https://youtu.be/589Cnohw9hU  WE ARE WINNING #LeaveEU"""
3745,"*@Telegraph we are all worried, Brexit are working from """"I don't know """" stand point. This situation could take  us backward to dark age."""
3746,*Deus Ex Dark Age Ending = How Remainers see Brexit https://youtu.be/YCzitO446ZY  via @YouTube
3747,*#Brexit #BrIslam get the scum out of Europe or lose 2000 years of culture to a dark age of barbarian insanity. 
3748,*#MEGA #AlwaysTrump
3749,*@wmarybeard because Brexit and Trump represent decadence of West.  Rejection of Enlightenment and enthusiasm for Dark Age.
3750,*#Brexit will leave UK helpless against Trump #EU will enter new dark age + reduced worker rights+more immigration 
3751,"*Game over, Brexquitters!  https://twitter.com/Stronger_ln/status/736189152648126464 ‰Û_"""
3752,*#Brexit @LuLucymm @Bakehouse2016 @MaryCreaghMP @HarrietHarman Indeed. That 'dark age' was called democracy. 2 posts> 
3754,"*Times: @David_Cameron on UK's stand 1940 """"against dark age of tyranny"""" - new dark age now is Merkel/Erdogan alliance @theresecoffey #Brexit"""
3755,"*""""Information dark age"""" exactly it! And brexit will only help this happen"""
3756,"*Fences going up across #Europe as #UK prepares to vote for #Brexit ...divisions, suspicions and regression, a new dark age beckons"""
3757,"*@Independent ..meanwhile toffs Britains gone Back to The dark Age ..Legalise,  legalise legis slate brexit"""
3758,"*If we leave the EU, Satan will win the battle of Armageddon and usher in a new dark age! #BrexitRisks #Brexit"""
3759,*@RightWingGB that's enough for #Brexit alone Europe represents enlightenment equality democracy not dark age #Islam barbarism
3760,"*If I understand it right, #Brexit will usher in the next dark age, while staying in EU will allow merkel to rewrite the DNA of our children?"""
3761,*People will look back on our time in the #EU as a mini dark age.
3762,"*Political elite are plunging Europe into a new dark age, says Leo McKinstry http://shr.gs/WHG0aUH  #Brexit #UKIP #AfD"""
3763,*Migrant revolution is new dark age #Brexit #Calais
3764,*1st. #BREXIT then start to weed out incompatible dark age practices like 'slavery' FGM~Deport illegals on an industrial scale #breastironing
3765,*@GwnnethA @ViveCharlieMag Dark age mentality...must resist to the DNS #Brexit
3766,*Dark forces of #brexit #Grexit or any exit u will not destroy 60 years of hard work to unite #europe No going back to dark age of separatism
3767,*RT @arkwrightwilson Will 2012 be the new Dark Age?
