Topic,Term,Value
46,wifeor,0.038
25,commitment,0.019
20,gouvernement,0.002
45,manufacturing,0.062
32,britannique,0.058
48,recruiter,0.039
8,game,0.052
49,fuel,0.02
2,attack,0.029
36,racist,0.027
21,cartoon,0.042
2,justice,0.029
42,seulement,0.002
28,security,0.034
34,royaume,0.002
16,croissance,0.001
10,seulement,0.002
22,penny,0.081
14,independence,0.052
38,hisse,0.001
32,d_jou,0.058
45,brexiteer,0.062
14,dpbs,0.052
32,click,0.058
14,exit,0.052
7,plupart,0.002
25,gov,0.02
37,drive,0.029
26,delay,0.045
39,seulement,0.001
3,organisme,0.002
2,today,0.029
42,royaume,0.002
16,analyste,0.001
18,competition,0.024
6,baisse,0.018
3,seulement,0.002
22,hisse,0.002
42,plupart,0.002
19,dutch,0.038
47,pr_vision,0.002
41,seulement,0.002
14,brexit,0.052
29,photo,0.047
1,person,0.05
20,banque,0.002
49,service,0.02
15,court,0.079
