Topic,Term,Value
13,juin,0.002
49,pr_vision,0.002
58,religion,0.032
29,theviralogs,0.067
37,brexiteer,0.072
39,juin,0.002
27,power,0.061
3,hisse,0.001
13,pr_vision,0.002
6,brixit,0.031
18,gouvernement,0.002
28,banque,0.002
69,gouvernement,0.001
16,bill,0.044
29,yat,0.067
57,brexiteer,0.125
11,croissance,0.002
46,hisse,0.002
49,seulement,0.002
5,tenure,0.035
27,euro,0.017
2,attempt,0.048
28,seulement,0.002
43,juin,0.001
60,hate,0.063
38,pr_vision,0.002
61,organisme,0.002
61,juin,0.002
43,hisse,0.001
15,group,0.059
30,croissance,0.002
59,follower,0.048
66,hisse,0.002
33,sortie,0.002
59,sponsor,0.048
55,croissance,0.002
49,banque,0.002
31,water,0.031
13,seulement,0.002
63,aid,0.043
5,refusal,0.035
12,banque,0.002
3,juin,0.001
43,trimestre,0.001
69,apathy,0.084
57,france,0.002
58,man,0.063
23,juin,0.002
25,juin,0.002
67,time,0.143
26,penny,0.091
9,touch,0.026
23,plupart,0.002
50,com,0.039
68,banque,0.001
68,d_jou,0.091
15,meeting,0.059
4,royaume,0.002
60,tory,0.063
42,deal,0.091
50,petition,0.039
69,hydrophobia,0.084
40,business,0.063
39,royaume,0.002
34,pr_vision,0.002
38,croissance,0.002
65,good,0.059
23,gouvernement,0.002
25,banque,0.002
2,someone,0.048
54,test,0.041
7,banque,0.002
41,lunatic,0.03
56,hisse,0.002
65,food,0.059
0,photo,0.037
30,organisme,0.002
63,article,0.042
56,royaume,0.002
36,banque,0.002
64,abus,0.044
32,schengen,0.046
62,thank,0.078
35,mind,0.046
65,import,0.059
9,side,0.026
17,impact,0.037
5,paris,0.035
45,petition,0.133
50,fill,0.039
63,nation,0.085
17,briefing,0.074
62,royaume,0.002
68,britannique,0.091
62,seulement,0.002
35,dogma,0.046
22,banque,0.002
52,racism,0.077
37,rule,0.072
68,juin,0.001
69,mohammedanism,0.084
46,croissance,0.002
4,brexit,0.111
5,sector,0.035
2,cartoon,0.048
38,delivery,0.111
6,country,0.061
4,seulement,0.002
66,organisme,0.002
50,link,0.039
27,copylink,0.061
21,product,0.056
15,lobby,0.059
34,hisse,0.002
66,sortie,0.002
18,independence,0.143
19,juin,0.002
16,way,0.044
36,pr_vision,0.002
47,decision,0.048
62,juin,0.002
64,remedy,0.087
56,banque,0.002
61,hisse,0.002
39,banque,0.002
29,brexit,0.067
64,court,0.087
42,bonport,0.001
33,plupart,0.002
55,hisse,0.002
12,organisme,0.002
28,trimestre,0.002
4,croissance,0.002
57,royaume,0.002
16,facebook_com,0.044
30,sortie,0.002
68,conomie,0.091
58,faith,0.032
66,royaume,0.002
21,saywhatsoeverin,0.056
55,royaume,0.002
14,membership,0.072
26,sortie,0.001
69,curse,0.084
39,pr_vision,0.002
25,royaume,0.002
28,gouvernement,0.002
12,juin,0.002
40,access,0.063
54,example,0.037
63,euro,0.085
54,respect,0.037
53,sympathy,0.032
3,brexit,0.084
11,royaume,0.002
45,person,0.067
29,hisse,0.001
23,sortie,0.002
34,royaume,0.002
10,seulement,0.001
62,pr_vision,0.002
60,petition,0.063
38,hisse,0.002
46,juin,0.002
17,referendum,0.037
66,banque,0.002
58,sensualism,0.032
57,trimestre,0.002
22,royaume,0.002
19,organisme,0.002
18,plupart,0.002
53,justice,0.032
7,plupart,0.002
12,hisse,0.002
39,seulement,0.002
18,royaume,0.002
47,person,0.048
55,organisme,0.002
31,number,0.031
41,web,0.06
67,banque,0.002
66,plupart,0.002
5,security,0.069
33,seulement,0.002
9,gouvernement,0.024
22,hisse,0.002
42,plupart,0.001
25,hisse,0.002
20,banque,0.001
30,banque,0.002
0,brexit,0.037
16,talk,0.044
37,trading,0.072
9,fait,0.017
55,banque,0.002
61,plupart,0.002
69,man,0.084
40,deal,0.063
57,hisse,0.002
21,petition,0.056
