Topic,Term,Value
0,croissance,0.002
57,end,0.058
33,hisse,0.002
52,part,0.042
38,country,0.066
11,sortie,0.002
16,trimestre,0.001
66,leetle,0.098
36,hisse,0.002
66,zis,0.098
72,plupart,0.002
63,organisme,0.002
72,hisse,0.002
4,trade,0.05
65,cartoon,0.052
15,croissance,0.002
51,name,0.062
36,britain,0.086
35,juin,0.002
4,union,0.05
3,hisse,0.002
18,plupart,0.001
50,terror,0.022
18,gouvernement,0.001
71,seulement,0.002
63,hisse,0.002
46,reflection,0.058
69,royaume,0.002
47,trimestre,0.002
46,mind,0.058
2,remedy,0.108
39,juin,0.002
13,share,0.024
9,hisse,0.002
21,woman,0.043
28,seulement,0.002
25,cheque,0.039
72,sortie,0.002
26,juin,0.002
79,britannique,0.012
9,organisme,0.002
20,globalist,0.055
70,juin,0.002
51,part,0.062
32,fref,0.108
25,euro,0.078
14,pr_vision,0.047
30,croissance,0.002
40,churchill,0.098
76,way,0.098
33,sortie,0.002
31,sortie,0.002
48,seulement,0.002
3,plupart,0.002
58,croissance,0.002
12,banque,0.001
68,sortie,0.001
27,croissance,0.002
71,organisme,0.002
16,https_www,0.089
13,street,0.024
74,agreement,0.055
49,motor,0.055
10,trimestre,0.001
63,seulement,0.002
43,http,0.082
42,banque,0.002
25,trade,0.039
65,remainer,0.052
56,article,0.071
19,seulement,0.002
17,royaume,0.001
32,gouvernement,0.001
48,pr_vision,0.002
32,seulement,0.001
58,sortie,0.002
75,part,0.06
73,tenure,0.036
51,quote,0.062
75,world,0.03
1,facebook,0.057
44,d_jou,0.044
43,confirm,0.082
58,gouvernement,0.002
2,rightsright,0.108
52,facebook,0.073
27,banque,0.002
32,upr,0.108
56,remedy,0.071
68,croissance,0.001
37,royaume,0.002
65,brexiteer,0.052
70,plupart,0.002
73,deal,0.036
25,deal,0.039
28,banque,0.002
8,lord,0.076
17,theater,0.098
14,britannique,0.031
64,product,0.076
76,brexit,0.098
52,facebook_com,0.073
48,juin,0.002
30,organisme,0.002
78,seulement,0.001
20,page,0.11
27,juin,0.002
57,market,0.058
36,banque,0.002
56,set,0.036
12,majority,0.109
65,london,0.052
27,royaume,0.002
15,discrimination,0.083
26,organisme,0.002
7,organisme,0.002
42,organisme,0.002
35,hisse,0.002
45,plupart,0.002
16,guy,0.089
5,seulement,0.001
5,amorphamedia,0.108
47,independence,0.101
9,juin,0.002
11,discrimination,0.065
71,juin,0.002
59,croissance,0.001
35,royaume,0.002
47,royaume,0.002
35,plupart,0.002
63,royaume,0.002
70,banque,0.002
22,banque,0.002
57,capx,0.058
75,flight,0.06
74,trade,0.055
4,brexit,0.05
77,juin,0.002
38,petition,0.066
5,juin,0.001
35,sortie,0.002
77,hisse,0.002
51,lobby,0.062
11,seulement,0.002
40,croissance,0.001
66,sortie,0.001
6,decision,0.071
54,organisme,0.002
47,banque,0.002
57,http,0.058
54,pr_vision,0.002
37,banque,0.002
19,croissance,0.002
73,leader,0.036
44,sponsor,0.039
44,parliament,0.039
52,ireland,0.04
74,mean,0.055
55,hisse,0.002
1,holiday,0.057
68,bonport,0.001
6,island,0.071
21,man,0.086
16,facebook_com,0.089
74,part,0.055
52,scotland,0.039
37,seulement,0.002
30,sortie,0.002
77,banque,0.002
60,click,0.043
31,banque,0.002
4,membership,0.099
65,slogan,0.052
71,royaume,0.002
20,soul,0.055
26,sortie,0.002
12,england,0.059
56,votary,0.036
67,brexiteer,0.066
61,sector,0.076
15,sortie,0.002
53,research,0.062
56,curse,0.036
78,march,0.108
66,schwanz,0.098
79,gouvernement,0.013
23,plupart,0.002
8,amendment,0.076
7,banque,0.002
76,banque,0.001
39,croissance,0.002
14,gouvernement,0.032
23,sortie,0.002
42,seulement,0.002
77,organisme,0.002
56,judge,0.036
46,issue,0.058
53,cebr,0.062
63,croissance,0.002
60,petition,0.043
18,croissance,0.001
41,gouvernement,0.001
66,banque,0.001
73,act,0.036
2,plupart,0.001
19,juin,0.002
22,royaume,0.002
28,organisme,0.002
44,britannique,0.046
19,organisme,0.002
57,lunatic,0.058
62,faith,0.047
7,plupart,0.002
10,bonport,0.001
53,access,0.062
13,area,0.024
25,gov,0.039
60,touch,0.043
5,https_www,0.108
39,seulement,0.002
3,organisme,0.002
37,plupart,0.002
53,centre,0.062
5,banque,0.001
43,link,0.082
42,royaume,0.002
27,plupart,0.002
75,competition,0.03
57,brexit,0.058
66,plupart,0.001
78,plupart,0.001
8,web,0.076
22,france,0.002
45,seulement,0.002
32,banque,0.001
3,seulement,0.002
33,seulement,0.002
22,hisse,0.002
46,party,0.058
42,plupart,0.002
55,brexit,0.16
62,ancient,0.047
54,seulement,0.002
76,talk,0.098
38,remedy,0.033
55,banque,0.002
47,pr_vision,0.002
34,sign,0.052
49,import,0.055
38,track,0.033
0,royaume,0.002
9,sortie,0.002
49,service,0.055
