Topic,Term,Value
67,sponsor,0.116
44,sortie,0.001
64,pr_vision,0.002
21,croissance,0.002
20,article,0.001
83,seulement,0.002
89,brexit,0.054
51,follower,0.074
6,hisse,0.002
23,sortie,0.002
66,hisse,0.001
42,seulement,0.002
28,security,0.072
1,hisse,0.001
10,seulement,0.002
62,pr_vision,0.002
63,croissance,0.002
78,source_location,0.094
50,sortie,0.002
49,visit,0.019
28,tax,0.072
41,gouvernement,0.002
66,banque,0.001
2,plupart,0.001
12,abuse,0.046
22,royaume,0.002
75,churchill,0.069
81,pr_vision,0.002
18,plupart,0.002
36,juin,0.002
61,pronostic,0.104
89,brexiteer,0.107
38,trade,0.069
27,plupart,0.002
16,part,0.064
41,seulement,0.002
53,falla,0.054
18,royaume,0.002
9,smolensk,0.067
72,plupart,0.002
5,banque,0.002
20,gov,0.001
81,seulement,0.002
42,royaume,0.002
37,juin,0.002
34,derision,0.055
66,lunatic,0.079
0,royaume,0.002
32,banque,0.002
82,plupart,0.002
68,banque,0.002
75,link,0.069
22,hisse,0.002
54,plupart,0.002
42,plupart,0.002
10,banque,0.002
53,faith,0.054
86,safeness,0.054
54,seulement,0.002
30,brexit,0.079
55,banque,0.002
66,gouvernement,0.001
60,oppertunity,0.041
67,bonport,0.001
86,sport,0.054
54,team,0.15
7,remainer,0.034
85,juin,0.002
88,grace,0.044
37,organisme,0.002
21,sortie,0.002
16,blair,0.064
