Topic,Term,Value
15,ntexit,0.063
46,government,0.112
15,wale,0.063
37,plupart,0.002
8,deal,0.051
21,britannique,0.016
56,britain,0.035
57,croissance,0.002
27,remedy,0.045
8,cebr,0.051
48,royaume,0.002
20,curse,0.078
45,france,0.002
41,pr_vision,0.002
45,plupart,0.002
12,person,0.084
49,juin,0.002
26,https_www,0.091
34,winston,0.057
35,plupart,0.002
0,service,0.046
54,gouvernement,0.001
10,choice,0.028
19,banque,0.001
46,croissance,0.002
54,estate,0.154
26,upr,0.091
52,cheque,0.039
22,residency,0.056
22,country,0.056
58,article,0.029
57,seulement,0.002
23,list,0.056
32,market,0.046
49,plupart,0.002
11,visit,0.018
14,effect,0.046
44,seulement,0.002
58,lot,0.029
35,gouvernement,0.002
22,faith,0.028
28,trimestre,0.001
4,croissance,0.002
57,royaume,0.002
30,sortie,0.001
55,royaume,0.002
11,tre,0.027
8,business,0.051
34,gouvernement,0.002
26,sortie,0.001
16,share,0.042
39,pr_vision,0.002
25,royaume,0.002
59,london,0.034
52,troopsnaval,0.039
3,britain,0.036
44,sortie,0.002
13,delay,0.078
21,croissance,0.017
27,country,0.045
59,sympathy,0.034
39,croissance,0.002
36,pre,0.029
47,thing,0.048
29,public,0.039
43,veraient,0.001
11,gouvernement,0.025
50,sortie,0.002
41,gouvernement,0.002
39,sortie,0.002
19,arch,0.078
57,trimestre,0.002
18,plupart,0.002
52,natos,0.039
39,seulement,0.002
53,gouvernement,0.001
18,royaume,0.002
13,source_location,0.078
8,centre,0.051
22,science,0.028
20,man,0.078
40,juin,0.002
22,travel,0.028
49,hisse,0.002
25,hisse,0.002
17,pr_vision,0.002
38,act,0.027
0,brexit,0.046
20,apathy,0.078
17,gouvernement,0.002
21,democracy,0.057
55,banque,0.002
23,part,0.056
41,seulement,0.002
0,bowl,0.046
9,flight,0.043
59,parliament,0.034
5,croissance,0.002
53,range,0.067
